end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.decoded_payload.bytes_4,uplink_message.decoded_payload.bytes_5,uplink_message.decoded_payload.bytes_6,uplink_message.decoded_payload.bytes_7,uplink_message.decoded_payload.bytes_8,uplink_message.decoded_payload.bytes_9,uplink_message.decoded_payload.bytes_10,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at
14,0,14,0,14,34,34,14,2,11317,24,13,39,0,0,6,104,9,161,0,131,16,2,2,34,2938691175,-113,-113,-1.75,38.3846865837538,-0.513212937943281,20,0,34,0,34,1,1,33,3895933848,-93,-93,0.75,38.38473180809575,-0.5102983117103578,10,0,33,0,33,3,3,29,2922135811,-101,-101,6.25,38.3833301416072,-0.512394097936542,8,0,29,0,29,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,2938691175,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,35,35,6,85,2192,2,3,123,0,0,0,0,0,0,0,0,0,1,1,35,1057331341,-91,-91,2.75,38.38418726539637,-0.5101910233497621,10,0,35,5,35,2,2,34,3069813415,-105,-105,-0.25,38.3846865837538,-0.513212937943281,20,0,34,5,34,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,1057331341,35,35,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,36,36,0,2,11316,13,13,79,0,0,0,0,0,0,0,0,16,0,0,36,1197319031,-96,-96,9.5,38.385917659159134,-0.5170252919197084,20,0,36,1,36,2,2,35,3209990522,-74,-74,9.75,38.3846865837538,-0.513212937943281,20,0,35,1,35,5,5,30,1197508615,-87,-87,7.5,38.38418726539637,-0.5101910233497621,10,0,30,1,30,0,0,9,3193435731,-97,-97,10,38.3833301416072,-0.512394097936542,8,0,9,1,9,125000,7,0,4,1197319031,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,37,37,1,2,12177,25,13,27,0,0,9,140,9,73,2,14,16,1,1,37,1321431447,-97,-97,-5.5,38.38418726539637,-0.5101910233497621,10,0,37,2,37,4,4,36,3317358683,-110,-110,0.25,38.3833301416072,-0.512394097936542,8,0,36,2,36,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1321431447,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,38,38,2,85,2186,2,3,123,0,0,0,0,0,0,0,0,0,0,0,38,1437329239,-110,-110,-1.25,38.385917659159134,-0.5170252919197084,20,0,38,4,38,0,0,37,1437518811,-83,-83,6.75,38.38418726539637,-0.5101910233497621,10,0,37,4,37,0,0,31,3450000427,-103,-103,7.5,38.3846865837538,-0.513212937943281,20,0,31,4,31,0,0,10,3433446140,-108,-108,5,38.3833301416072,-0.512394097936542,8,0,10,4,10,125000,7,0,3,1437329239,38,38,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,39,39,3,85,2461,2,3,123,0,0,0,0,0,0,0,0,0,1,1,39,1442924512,-91,-91,2.75,38.38418726539637,-0.5101910233497621,10,0,39,4,39,2,2,38,3455406131,-98,-98,3.5,38.3846865837538,-0.513212937943281,20,0,38,4,38,3,3,32,3438851844,-105,-105,5.75,38.3833301416072,-0.512394097936542,8,0,32,4,32,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,1442924512,39,39,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,40,40,4,2,12180,26,13,39,0,0,10,47,8,86,2,218,16,0,0,40,1553314743,-92,-92,9,38.385917659159134,-0.5170252919197084,20,0,40,3,40,2,2,39,3565985778,-72,-72,10,38.3846865837538,-0.513212937943281,20,0,39,3,39,3,3,33,3549431731,-83,-83,10,38.3833301416072,-0.512394097936542,8,0,33,3,33,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,1553314743,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,41,41,5,2,12251,27,13,18,0,0,2,241,8,97,0,7,16,2,2,41,3639560330,-77,-77,9,38.3846865837538,-0.513212937943281,20,0,41,4,41,3,3,40,1626889383,-89,-89,8.5,38.385917659159134,-0.5170252919197084,20,0,40,4,40,3,3,34,3623006444,-96,-96,8.25,38.3833301416072,-0.512394097936542,8,0,34,4,34,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,3639560330,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,42,42,6,85,2193,2,3,123,0,0,0,0,0,0,0,0,0,2,2,42,3670191826,-102,-102,5.25,38.3846865837538,-0.513212937943281,20,0,42,5,42,0,0,41,1657710478,-92,-92,3.75,38.38418726539637,-0.5101910233497621,10,0,41,5,41,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,3670191826,42,42,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,43,43,7,2,12178,28,13,27,0,0,6,228,8,241,1,156,16,3,3,43,403224656,-97,-97,-5.75,38.38473180809575,-0.5102983117103578,10,0,43,0,43,2,2,42,3740948529,-105,-105,5.25,38.3846865837538,-0.513212937943281,20,0,42,0,42,2,2,35,1728277711,-105,-105,5.25,38.385917659159134,-0.5170252919197084,20,0,35,0,35,0,0,11,3724394843,-99,-99,7,38.3833301416072,-0.512394097936542,8,0,11,0,11,125000,7,0,6,403224656,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,44,44,8,2,12252,29,13,39,0,0,7,38,8,199,0,171,16,2,2,44,3774726178,-72,-72,9.5,38.3846865837538,-0.513212937943281,20,0,44,6,44,3,3,43,1762055408,-93,-93,9.25,38.385917659159134,-0.5170252919197084,20,0,43,6,43,3,3,36,3758172572,-92,-92,10,38.3833301416072,-0.512394097936542,8,0,36,6,36,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,3774726178,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,45,45,9,2,12176,30,12,252,0,0,9,252,8,244,4,31,16,0,0,45,1786308287,-95,-95,6.25,38.385917659159134,-0.5170252919197084,20,0,45,2,45,2,2,44,3798979026,-81,-81,6.5,38.3846865837538,-0.513212937943281,20,0,44,2,44,3,3,37,3782425467,-87,-87,7.25,38.3833301416072,-0.512394097936542,8,0,37,2,37,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1786308287,45,45,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,46,46,10,2,12253,31,13,4,0,0,0,0,9,28,0,0,16,0,0,46,1938782562,-103,-103,6,38.385917659159134,-0.5170252919197084,20,0,46,6,46,2,2,45,3951453106,-109,-109,2.75,38.3846865837538,-0.513212937943281,20,0,45,6,45,3,3,38,3934899868,-103,-103,7.25,38.3833301416072,-0.512394097936542,8,0,38,6,38,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,1938782562,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,47,47,11,2,12178,32,13,20,0,0,3,222,8,161,0,29,16,2,2,47,3955827090,-113,-113,-4.25,38.3846865837538,-0.513212937943281,20,0,47,2,47,3,3,46,1943156554,-110,-110,-0.75,38.385917659159134,-0.5170252919197084,20,0,46,2,46,3,3,39,3939273859,-85,-85,7.25,38.3833301416072,-0.512394097936542,8,0,39,2,39,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,3955827090,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,48,48,2,85,2187,2,3,123,0,0,0,0,0,0,0,0,0,0,0,48,2037699025,-111,-111,0.25,38.385917659159134,-0.5170252919197084,20,0,48,1,48,0,0,47,2037888547,-89,-89,7.25,38.38418726539637,-0.5101910233497621,10,0,47,1,47,0,0,40,4050369441,-103,-103,7.75,38.3846865837538,-0.513212937943281,20,0,40,1,40,0,0,12,4033816403,-108,-108,5,38.3833301416072,-0.512394097936542,8,0,12,1,12,125000,7,0,4,2037699025,48,48,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,49,49,3,85,2462,2,3,123,0,0,0,0,0,0,0,0,0,2,2,49,4055772074,-101,-101,6.25,38.3846865837538,-0.513212937943281,20,0,49,2,49,0,0,48,2043291187,-95,-95,2.5,38.38418726539637,-0.5101910233497621,10,0,48,2,48,3,3,41,4039219051,-105,-105,5,38.3833301416072,-0.512394097936542,8,0,41,2,41,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,4055772074,49,49,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,50,50,12,2,12254,33,13,17,0,0,0,0,9,24,0,0,16,2,2,50,4131701890,-114,-114,-8.5,38.3846865837538,-0.513212937943281,20,0,50,0,50,4,4,49,4115149027,-115,-115,-2.25,38.3833301416072,-0.512394097936542,8,0,49,0,49,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,4131701890,50,50,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,51,51,13,2,12180,34,13,13,0,0,7,144,7,191,1,17,16,2,2,51,4133625339,-95,-95,7.75,38.3846865837538,-0.513212937943281,20,0,51,6,51,3,3,50,2120955026,-98,-98,7,38.385917659159134,-0.5170252919197084,20,0,50,6,50,3,3,42,4117072476,-101,-101,8,38.3833301416072,-0.512394097936542,8,0,42,6,42,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,4133625339,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,52,52,14,2,11318,35,13,39,0,0,6,104,9,159,0,131,16,0,0,52,2125954866,-109,-109,-5,38.385917659159134,-0.5170252919197084,20,0,52,2,52,2,2,51,4138625162,-113,-113,-3.25,38.3846865837538,-0.513212937943281,20,0,51,2,51,4,4,43,800901666,-90,-90,-2.25,38.38473180809575,-0.5102983117103578,10,0,43,2,43,0,0,13,4122072315,-104,-104,3,38.3833301416072,-0.512394097936542,8,0,13,2,13,125000,7,0,0,2125954866,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,53,53,6,85,2194,2,3,123,0,0,0,0,0,0,0,0,0,2,2,53,4270564354,-109,-109,2.25,38.3846865837538,-0.513212937943281,20,0,53,2,53,3,3,52,2257894221,-111,-111,-6.5,38.385917659159134,-0.5170252919197084,20,0,52,2,52,5,5,44,2258083726,-97,-97,-2,38.38418726539637,-0.5101910233497621,10,0,44,2,44,0,0,14,4254011779,-105,-105,-2.25,38.3833301416072,-0.512394097936542,8,0,14,2,14,125000,7,0,0,4270564354,53,53,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,54,54,0,2,11317,36,13,77,0,0,0,0,0,0,0,0,16,0,0,54,2397262597,-99,-99,5.5,38.385917659159134,-0.5170252919197084,20,0,54,2,54,0,0,53,2397452092,-84,-84,6.5,38.38418726539637,-0.5101910233497621,10,0,53,2,53,0,0,45,114965255,-75,-75,7.5,38.3846865837538,-0.513212937943281,20,0,45,2,45,0,0,15,98412971,-95,-95,6.75,38.3833301416072,-0.512394097936542,8,0,15,2,15,125000,7,0,0,2397262597,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,55,55,1,2,12178,37,13,27,0,0,9,139,9,72,2,14,16,0,0,55,2521179462,-116,-116,-4.25,38.385917659159134,-0.5170252919197084,20,0,55,3,55,2,2,54,238881959,-114,-114,-5.25,38.3846865837538,-0.513212937943281,20,0,54,3,54,3,3,46,222329931,-111,-111,1.75,38.3833301416072,-0.512394097936542,8,0,46,3,46,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,2521179462,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,56,56,2,85,2188,2,3,123,0,0,0,0,0,0,0,0,0,1,1,56,2638277129,-89,-89,5,38.38418726539637,-0.5101910233497621,10,0,56,2,56,2,2,55,355789999,-102,-102,5.75,38.3846865837538,-0.513212937943281,20,0,55,2,55,3,3,47,339238219,-105,-105,5,38.3833301416072,-0.512394097936542,8,0,47,2,47,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,2638277129,56,56,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,57,57,3,85,2463,2,3,123,0,0,0,0,0,0,0,0,0,0,0,57,2643478222,-113,-113,-3,38.385917659159134,-0.5170252919197084,20,0,57,7,57,0,0,56,2643667697,-93,-93,4.75,38.38418726539637,-0.5101910233497621,10,0,56,7,56,0,0,48,361180559,-103,-103,7.5,38.3846865837538,-0.513212937943281,20,0,48,7,48,0,0,16,344628788,-105,-105,5,38.3833301416072,-0.512394097936542,8,0,16,7,16,125000,7,0,7,2643478222,57,57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,58,58,4,2,12181,38,13,32,0,0,10,48,8,86,2,218,16,2,2,58,470951815,-71,-71,9.75,38.3846865837538,-0.513212937943281,20,0,58,4,58,3,3,57,2753249616,-89,-89,10.25,38.385917659159134,-0.5170252919197084,20,0,57,4,57,3,3,49,454400276,-81,-81,9.25,38.3833301416072,-0.512394097936542,8,0,49,4,49,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,470951815,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,59,59,5,2,12252,39,13,5,0,0,2,241,8,103,0,7,16,2,2,59,544535610,-80,-80,9.75,38.3846865837538,-0.513212937943281,20,0,59,0,59,3,3,58,2826833504,-93,-93,9.5,38.385917659159134,-0.5170252919197084,20,0,58,0,58,3,3,50,527984227,-104,-104,5.25,38.3833301416072,-0.512394097936542,8,0,50,0,50,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,544535610,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,60,60,6,85,2195,2,3,123,0,0,0,0,0,0,0,0,0,1,1,60,2858461088,-99,-99,0.5,38.38418726539637,-0.5101910233497621,10,0,60,0,60,3,3,59,2858271624,-111,-111,-2.25,38.385917659159134,-0.5170252919197084,20,0,59,0,59,0,0,51,575973690,-110,-110,2.25,38.3846865837538,-0.513212937943281,20,0,51,0,51,0,0,17,559422371,-111,-111,1,38.3833301416072,-0.512394097936542,8,0,17,0,17,125000,7,0,6,2858461088,60,60,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,61,61,7,2,12179,40,13,33,0,0,6,227,8,242,1,154,16,3,3,61,1603161996,-97,-97,-7.75,38.38473180809575,-0.5102983117103578,10,0,61,2,61,3,3,60,2928215472,-103,-103,3.75,38.385917659159134,-0.5170252919197084,20,0,60,2,60,0,0,52,645917449,-110,-110,2,38.3846865837538,-0.513212937943281,20,0,52,2,52,0,0,18,629366275,-101,-101,5.75,38.3833301416072,-0.512394097936542,8,0,18,2,18,125000,7,0,0,1603161996,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,62,62,8,2,12253,41,13,6,0,0,7,38,8,198,0,169,16,0,0,62,2961989457,-93,-93,9.75,38.385917659159134,-0.5170252919197084,20,0,62,7,62,2,2,61,679691390,-75,-75,9,38.3846865837538,-0.513212937943281,20,0,61,7,61,3,3,53,663140284,-103,-103,7,38.3833301416072,-0.512394097936542,8,0,53,7,53,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,2961989457,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,63,63,9,2,12177,42,13,14,0,0,9,253,8,244,4,32,16,2,2,63,704256206,-89,-89,8.75,38.3846865837538,-0.513212937943281,20,0,63,3,63,3,3,62,2986554304,-95,-95,7.75,38.385917659159134,-0.5170252919197084,20,0,62,3,62,3,3,54,687705155,-92,-92,8.5,38.3833301416072,-0.512394097936542,8,0,54,3,54,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,704256206,63,63,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,64,64,10,2,12254,43,13,17,0,0,0,0,9,29,0,0,16,0,0,64,3138693528,-105,-105,5,38.385917659159134,-0.5170252919197084,20,0,64,3,64,2,2,63,856395228,-113,-113,-4.25,38.3846865837538,-0.513212937943281,20,0,63,3,63,3,3,55,839844499,-107,-107,6.5,38.3833301416072,-0.512394097936542,8,0,55,3,55,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,3138693528,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,65,65,11,2,12179,44,13,26,0,0,3,223,8,164,0,29,16,2,2,65,860746660,-98,-98,7,38.3846865837538,-0.513212937943281,20,0,65,4,65,3,3,64,3143044968,-103,-103,3,38.385917659159134,-0.5170252919197084,20,0,64,4,64,3,3,56,844195940,-81,-81,9.75,38.3833301416072,-0.512394097936542,8,0,56,4,56,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,860746660,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,66,66,2,85,2189,2,3,123,0,0,0,0,0,0,0,0,0,0,0,66,3238461977,-110,-110,-2.75,38.385917659159134,-0.5170252919197084,20,0,66,6,66,0,0,65,3238651408,-87,-87,6.75,38.38418726539637,-0.5101910233497621,10,0,65,6,65,0,0,57,956163548,-102,-102,7.5,38.3846865837538,-0.513212937943281,20,0,57,6,57,0,0,19,939613028,-110,-110,2.75,38.3833301416072,-0.512394097936542,8,0,19,6,19,125000,7,0,2,3238461977,66,66,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,67,67,3,85,2464,2,3,123,0,0,0,0,0,0,0,0,0,2,2,67,961575860,-102,-102,8,38.3846865837538,-0.513212937943281,20,0,67,7,67,3,3,66,3243874289,-114,-114,-1,38.385917659159134,-0.5170252919197084,20,0,66,7,66,5,5,58,3244063728,-93,-93,3.75,38.38418726539637,-0.5101910233497621,10,0,58,7,58,0,0,20,945025348,-107,-107,6.5,38.3833301416072,-0.512394097936542,8,0,20,7,20,125000,7,0,7,961575860,67,67,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,68,68,12,2,12255,45,13,24,0,0,0,0,9,27,0,0,16,2,2,68,1036038756,-109,-109,1.5,38.3846865837538,-0.513212937943281,20,0,68,2,68,4,4,67,1019488403,-109,-109,3.25,38.3833301416072,-0.512394097936542,8,0,67,2,67,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1036038756,68,68,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,69,69,13,2,12181,46,13,42,0,0,7,144,7,197,1,17,16,2,2,69,1038600156,-95,-95,8.75,38.3846865837538,-0.513212937943281,20,0,69,7,69,3,3,68,3320898681,-98,-98,8.25,38.385917659159134,-0.5170252919197084,20,0,68,7,68,3,3,59,1022049804,-104,-104,7.25,38.3833301416072,-0.512394097936542,8,0,59,7,59,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1038600156,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,70,70,14,2,11319,47,13,32,0,0,6,104,9,159,0,130,16,2,2,70,1043488348,-113,-113,-8.5,38.3846865837538,-0.513212937943281,20,0,70,6,70,1,1,69,2000733261,-89,-89,4.5,38.38473180809575,-0.5102983117103578,10,0,69,6,69,3,3,60,1026938004,-98,-98,8.5,38.3833301416072,-0.512394097936542,8,0,60,6,60,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,1043488348,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,71,71,6,85,2196,2,3,123,0,0,0,0,0,0,0,0,0,2,2,71,1176346516,-103,-103,6.5,38.3846865837538,-0.513212937943281,20,0,71,1,71,3,3,70,3458645219,-111,-111,-4.5,38.385917659159134,-0.5170252919197084,20,0,70,1,70,5,5,61,3458834640,-97,-97,-0.25,38.38418726539637,-0.5101910233497621,10,0,61,1,61,0,0,21,1159796451,-108,-108,3,38.3833301416072,-0.512394097936542,8,0,21,1,21,125000,7,0,4,1176346516,71,71,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,72,72,0,2,11318,0,13,72,0,0,0,0,0,0,0,0,16,1,1,72,3597394525,-88,-88,5.75,38.38418726539637,-0.5101910233497621,10,0,72,6,72,3,3,71,3597205124,-100,-100,5.75,38.385917659159134,-0.5170252919197084,20,0,71,6,71,0,0,62,1314906236,-71,-71,8.75,38.3846865837538,-0.513212937943281,20,0,62,6,62,0,0,22,1298356460,-93,-93,9.25,38.3833301416072,-0.512394097936542,8,0,22,6,22,125000,7,0,2,3597394525,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,73,73,1,2,12179,48,13,29,0,0,9,138,9,72,2,12,16,1,1,73,3721279094,-97,-97,-5.25,38.38418726539637,-0.5101910233497621,10,0,73,1,73,3,3,72,3721089701,-113,-113,-3.25,38.385917659159134,-0.5170252919197084,20,0,72,1,72,3,3,63,1422241139,-111,-111,0.5,38.3833301416072,-0.512394097936542,8,0,63,1,63,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,3721279094,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
